Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Direction
HA+EMD / SHAM,I3LEV7,I3LEV7,0.7117578682301198,0.7117578682301198,0.0037483568488773,0.0123748680160845,112,I3LEV7,SH3BGR,Uncharacterized protein,I3LEV7_PIG,4,63.779849609266456,1.6377984960926646,HA+EMD,SHAM,cytoplasm,,,Upregulated
HA+P2 / SHAM,P02587,P02587,0.7075526153924819,0.7075526153924819,0.0056662385743856,0.0164655345346095,106,P02587,TNNC2,"Troponin C, skeletal muscle",TNNC2_PIG,5,63.30314951072416,1.6330314951072415,HA+P2,SHAM,troponin complex,calcium ion binding,skeletal muscle contraction,Upregulated
EMD / SHAM,A0A287ATF0,A0A287ATF0,0.707280265576262,0.707280265576262,4.12438770932564e-07,2.177925001422827e-05,104,A0A287ATF0,COLEC10,C-type lectin domain-containing protein,A0A287ATF0_PIG,4,63.27232429559271,1.632723242955927,EMD,SHAM,"extracellular space,cytoplasm,collagen trimer","mannose binding,chemoattractant activity","complement activation, lectin pathway,proteolysis,positive chemotaxis,positive regulation of opsonization,cranial skeletal system development",Upregulated
HA+P2 / SHAM,A0A287AVB7,A0A287AVB7,0.7046253407259673,0.7046253407259673,0.0227557571784664,0.0431036710564222,106,A0A287AVB7,TNNI2,Uncharacterized protein,A0A287AVB7_PIG,14,62.97213809494575,1.6297213809494575,HA+P2,SHAM,,,,Upregulated
HA+P6 / SHAM,A0A287ASL1,A0A287ASL1,0.7040110695967099,0.7040110695967099,7.106072938836529e-05,0.0007974256263773,106,A0A287ASL1,RAD51AP2,RAD51_interact domain-containing protein,A0A287ASL1_PIG,2,62.90276253929756,1.6290276253929756,HA+P6,SHAM,macromolecular complex,,,Upregulated
VetricynVF / SHAM,A0A480KXA1,A0A480KXA1,0.7032827602301119,0.7032827602301119,0.0076976842142574,0.0203497255854181,82,A0A480KXA1,MYOM1,Myomesin 1,A0A480KXA1_PIG,119,62.82054581135803,1.6282054581135803,VetricynVF,SHAM,M band,"kinase binding,protein homodimerization activity","positive regulation of gene expression,protein kinase A signaling,sarcomere organization,positive regulation of protein secretion",Upregulated
HA+P6 / SHAM,A0A5G2QRY9,A0A5G2QRY9,0.7002562223421028,0.7002562223421028,0.0004331889175971,0.0027786389680853,106,A0A5G2QRY9,MYH8,Myosin heavy chain 8,A0A5G2QRY9_PIG,205,62.479333005037695,1.624793330050377,HA+P6,SHAM,,,,Upregulated
HA+P2 / SHAM,B5KJG2,B5KJG2,0.6957318998116064,0.6957318998116064,0.023651163967819,0.0442214728980868,106,B5KJG2,PGAM2,Phosphoglycerate mutase,B5KJG2_PIG,19,61.97059246625758,1.6197059246625758,HA+P2,SHAM,,"bisphosphoglycerate mutase activity,phosphoglycerate mutase activity,hydrolase activity,identical protein binding","glycolytic process,striated muscle contraction",Upregulated
HA+EMD / SHAM,A0A5S6IE01,A0A5S6IE01,0.6948752057755114,0.6948752057755114,0.0106693812295557,0.0255202030349122,112,A0A5S6IE01,ACTA1,"Actin, alpha skeletal muscle",A0A5S6IE01_PIG,5,61.87444044095247,1.6187444044095247,HA+EMD,SHAM,,,,Upregulated
HA+P2 / SHAM,F1S5Z8,F1S5Z8,0.6937642728426235,0.6937642728426235,0.0022434889300298,0.0086533398598366,106,F1S5Z8,SYPL2,MARVEL domain-containing protein,F1S5Z8_PIG,4,61.74983862229419,1.617498386222942,HA+P2,SHAM,,,,Upregulated
HA+EMD / SHAM,Q5S1S4,Q5S1S4,0.6934100799603271,0.6934100799603271,0.0021914049477708,0.0085148499373331,112,Q5S1S4,CA3,Carbonic anhydrase 3,CAH3_PIG,24,61.71013264989189,1.617101326498919,HA+EMD,SHAM,cytosol,"carbonate dehydratase activity,zinc ion binding,nickel cation binding",response to bacterium,Upregulated
HA+P6 / SHAM,A0A287A9W0,A0A287A9W0,0.6911611828422717,0.6911611828422717,2.317612466364654e-06,7.15401431699541e-05,106,A0A287A9W0,TRAM2,TLC domain-containing protein,A0A287A9W0_PIG,2,61.45825256352957,1.6145825256352957,HA+P6,SHAM,endoplasmic reticulum membrane,,"SRP-dependent cotranslational protein targeting to membrane, translocation,collagen biosynthetic process,protein insertion into ER membrane",Upregulated
EMD / SHAM,A0A287AN17,A0A287AN17,0.6883219863270688,0.6883219863270688,2.6715874169598054e-05,0.0004032666704242,104,A0A287AN17,GPR87,G_PROTEIN_RECEP_F1_2 domain-containing protein,A0A287AN17_PIG,2,61.14081823539681,1.611408182353968,EMD,SHAM,plasma membrane,G-protein coupled purinergic nucleotide receptor activity,"G-protein coupled receptor signaling pathway,G-protein coupled purinergic nucleotide receptor signaling pathway",Upregulated
HA+P6 / SHAM,Q9TV62,Q9TV62,0.6796005964463188,0.6796005964463188,0.005930408631899,0.0169746513172418,106,Q9TV62,MYH4,Myosin-4,MYH4_PIG,150,60.1696271473396,1.601696271473396,HA+P6,SHAM,"cytoplasm,myosin filament,myofibril,myosin II complex","microfilament motor activity,double-stranded RNA binding,calmodulin binding,ATP binding,actin filament binding",muscle contraction,Upregulated
HA+P2/P6 / SHAM,A0A5G2R068,A0A5G2R068,0.6792051614471963,0.6792051614471963,7.755657675215665e-06,0.0001662648730943,112,A0A5G2R068,EFS,SH3 domain-containing protein,A0A5G2R068_PIG,3,60.12573152473997,1.6012573152473997,HA+P2/P6,SHAM,,,,Upregulated
VetricynVF / SHAM,I3LN44,I3LN44,0.6754953271990337,0.6754953271990337,0.0022438012657671,0.0086534875879819,82,I3LN44,RPF1,Brix domain-containing protein,I3LN44_PIG,2,59.71450338229221,1.597145033822922,VetricynVF,SHAM,,,,Upregulated
HA+P2/P6 / SHAM,A0A287B5T1,A0A287B5T1,0.6752097409977683,0.6752097409977683,0.0002584221425212,0.0019480674186052,112,A0A287B5T1,ARPIN,Uncharacterized protein,A0A287B5T1_PIG,4,59.682890503086725,1.5968289050308673,HA+P2/P6,SHAM,lamellipodium,,"negative regulation of cell migration,directional locomotion,negative regulation of actin nucleation,negative regulation of lamellipodium morphogenesis",Upregulated
VetricynVF / SHAM,A0A286ZIJ9,A0A286ZIJ9,0.6741230509270244,0.6741230509270244,0.0280712993468066,0.0496435646714527,82,A0A286ZIJ9,PFKM,ATP-dependent 6-phosphofructokinase,A0A286ZIJ9_PIG,40,59.56265686388444,1.5956265686388444,VetricynVF,SHAM,,,,Upregulated
HA+EMD / SHAM,A0A287AL14,A0A287AL14,0.6726534609724198,0.6726534609724198,0.0001648586218534,0.0014258848427523,112,A0A287AL14,EFCAB14,EF-hand calcium binding domain 14,A0A287AL14_PIG,2,59.40020237419292,1.5940020237419292,HA+EMD,SHAM,,,,Upregulated
HA+P2 / SHAM,A0A287AA20,A0A287AA20,0.6725166527401097,0.6725166527401097,0.0166303041398218,0.0347621462982255,106,A0A287AA20,SGCA,CADG domain-containing protein,A0A287AA20_PIG,4,59.38508745013809,1.5938508745013809,HA+P2,SHAM,"cytoplasm,cytoskeleton,cell-cell junction,sarcolemma,membrane raft,sarcoglycan complex",calcium ion binding,,Upregulated
HA / SHAM,A0A5G2QTL8,A0A5G2QTL8,0.6687334341773269,0.6687334341773269,3.9985796517299545e-06,0.0001046991278957,108,A0A5G2QTL8,PLIN1,Uncharacterized protein,A0A5G2QTL8_PIG,33,58.96767512232024,1.5896767512232024,HA,SHAM,,,,Upregulated
HA+P2 / SHAM,P79293,P79293,0.6653697690055539,0.6653697690055539,0.0139289988851225,0.0307222132286373,106,P79293,MYH7,Myosin-7,MYH7_PIG,204,58.5974713340121,1.585974713340121,HA+P2,SHAM,"cytoplasm,myosin filament,myofibril,sarcomere,myosin II complex","microfilament motor activity,calmodulin binding,ATP binding,actin filament binding","adult heart development,muscle filament sliding,cardiac muscle contraction",Upregulated
HA+EMD / SHAM,F1SNW4,F1SNW4,0.6643290424443404,0.6643290424443404,0.0021870119668488,0.0085021694349481,112,F1SNW4,MYL3,Uncharacterized protein,F1SNW4_PIG,15,58.48310407232227,1.584831040723223,HA+EMD,SHAM,"A band,I band,myosin II complex","actin monomer binding,calcium ion binding","regulation of the force of heart contraction,regulation of striated muscle contraction,ventricular cardiac muscle tissue morphogenesis,cardiac muscle contraction",Upregulated
HA+EMD / SHAM,A1XQV4,A1XQV4,0.6641444672275928,0.6641444672275928,0.0027720989156939,0.0099780393890097,112,A1XQV4,TPM3,Tropomyosin alpha-3 chain,TPM3_PIG,2,58.46282939103882,1.5846282939103882,HA+EMD,SHAM,"actin filament,cytoplasm",actin filament binding,"muscle contraction,actin filament organization",Upregulated
HA+P2 / SHAM,Q9TV63,Q9TV63,0.6637446401073671,0.6637446401073671,0.0081351537157989,0.0211712447698614,106,Q9TV63,MYH2,Myosin-2,MYH2_PIG,52,58.41891923934177,1.5841891923934175,HA+P2,SHAM,"cytoplasm,myosin filament,myofibril,myosin II complex","microfilament motor activity,calmodulin binding,ATP binding,actin filament binding",muscle contraction,Upregulated
HA+P2/P6 / SHAM,F1RF44,F1RF44,0.6622809914073786,0.6622809914073786,3.1779669362089414e-08,3.73011361984448e-06,112,F1RF44,SLC2A4,MFS domain-containing protein,F1RF44_PIG,3,58.25828094799188,1.5825828094799188,HA+P2/P6,SHAM,"plasma membrane,endomembrane system,perinuclear region of cytoplasm,endosome,trans-Golgi network,cytosol,external side of plasma membrane,trans-Golgi network transport vesicle,cytoplasmic vesicle membrane,insulin-responsive compartment,sarcolemma,membrane raft,extracellular exosome",D-glucose transmembrane transporter activity,"amylopectin biosynthetic process,cellular response to insulin stimulus,glucose homeostasis,glucose import in response to insulin stimulus,glucose import,brown fat cell differentiation,dehydroascorbic acid transport,cellular response to tumor necrosis factor,cellular response to osmotic stress",Upregulated
HA+EMD / SHAM,D2WKD8,D2WKD8,0.6609254764535687,0.6609254764535687,3.807759599772069e-05,0.0005207511158146,112,D2WKD8,ATP1A2,Sodium/potassium-transporting ATPase subunit alpha-2,AT1A2_PIG,16,58.10965583128051,1.5810965583128052,HA+EMD,SHAM,"plasma membrane,cell projection,sodium:potassium-exchanging ATPase complex","sodium:potassium-exchanging ATPase activity,ATP binding,ATPase activity,metal ion binding","cellular sodium ion homeostasis,establishment or maintenance of transmembrane electrochemical gradient,cellular potassium ion homeostasis,sodium ion export from cell,hydrogen ion transmembrane transport,potassium ion import across plasma membrane",Upregulated
HA / SHAM,A0A287AI32,A0A287AI32,0.6585839047591739,0.6585839047591739,1.5079718434742294e-05,0.0002684257884623,108,A0A287AI32,SHKBP1,BTB domain-containing protein,A0A287AI32_PIG,3,57.853243492514906,1.578532434925149,HA,SHAM,,identical protein binding,"positive regulation of epidermal growth factor receptor signaling pathway,protein homooligomerization",Upregulated
VetricynVF / SHAM,A0A480QW05,A0A480QW05,0.6584479320983613,0.6584479320983613,0.000453672244704,0.0028669325882059,82,A0A480QW05,TRIM72,Tripartite motif containing 72,A0A480QW05_PIG,27,57.8383666727498,1.578383666727498,VetricynVF,SHAM,"cytoplasm,sarcolemma,cytoplasmic vesicle membrane","phosphatidylserine binding,zinc ion binding,ubiquitin conjugating enzyme binding,identical protein binding,ubiquitin protein ligase activity","plasma membrane repair,muscle system process,muscle organ development,negative regulation of myotube differentiation,proteasome-mediated ubiquitin-dependent protein catabolic process,negative regulation of insulin-like growth factor receptor signaling pathway,innate immune response,negative regulation of insulin receptor signaling pathway,protein homooligomerization",Upregulated
VetricynVF / SHAM,P63317,P63317,0.6508190213933985,0.6508190213933985,0.0005141145691293,0.0031304878256782,82,P63317,TNNC1,"Troponin C, slow skeletal and cardiac muscles",TNNC1_PIG,12,57.00592692049487,1.5700592692049486,VetricynVF,SHAM,cardiac Troponin complex,"calcium ion binding,troponin I binding,troponin T binding,protein homodimerization activity,calcium-dependent protein binding,actin filament binding","skeletal muscle contraction,transition between fast and slow fiber,regulation of muscle filament sliding speed,ventricular cardiac muscle tissue morphogenesis,cardiac muscle contraction",Upregulated
HA+P2 / SHAM,A0A287AL21,A0A287AL21,0.6491926219166991,0.6491926219166991,0.0197366520136637,0.0390871117772011,106,A0A287AL21,ATP2A1,Calcium-transporting ATPase,A0A287AL21_PIG,54,56.82902849818818,1.5682902849818818,HA+P2,SHAM,,,,Upregulated
HA+EMD / SHAM,A0A5G2R2B8,A0A5G2R2B8,0.6490781255642493,0.6490781255642493,0.0007546813473815,0.0040870052456893,112,A0A5G2R2B8,SYNPO2L,PDZ domain-containing protein,A0A5G2R2B8_PIG,7,56.81658259749687,1.568165825974969,HA+EMD,SHAM,,,,Upregulated
HA+P2 / SHAM,A0A286ZQX5,A0A286ZQX5,0.6454662554384246,0.6454662554384246,0.0004567862385593,0.0028808459838682,106,A0A286ZQX5,THRSP,Uncharacterized protein,A0A286ZQX5_PIG,3,56.42447428889996,1.5642447428889996,HA+P2,SHAM,"cytosol,nucleoplasm","protein homodimerization activity,Requires Ontology","response to bacterium,regulation of triglyceride biosynthetic process,regulation of lipid biosynthetic process",Upregulated
VetricynVF / SHAM,A0A287ADN4,A0A287ADN4,0.6439720632146373,0.6439720632146373,0.0101138350094699,0.0245732705658464,82,A0A287ADN4,TCAP,Uncharacterized protein,A0A287ADN4_PIG,9,56.2625500896409,1.562625500896409,VetricynVF,SHAM,,,,Upregulated
HA+EMD / SHAM,P02540,P02540,0.6438765018911471,0.6438765018911471,0.0061556999639625,0.0174304782516148,112,P02540,DES,Desmin,DESM_PIG,46,56.25219990395984,1.5625219990395984,HA+EMD,SHAM,"intermediate filament,cell-cell junction,Z disc,sarcolemma,nucleus,nuclear envelope,cytoplasm,fascia adherens,intercalated disc,neuromuscular junction,cell tip,cardiac myofibril","structural constituent of cytoskeleton,cytoskeletal protein binding,identical protein binding","nuclear envelope organization,intermediate filament organization,skeletal muscle organ development",Upregulated
VetricynVF / SHAM,A0A5G2QLU2,A0A5G2QLU2,0.643689968817443,0.643689968817443,0.0015164065244159,0.006602107435269,82,A0A5G2QLU2,ACTN2,Uncharacterized protein,A0A5G2QLU2_PIG,60,56.231998601433,1.56231998601433,VetricynVF,SHAM,,,,Upregulated
HA+P2/P6 / SHAM,A0A287AQ56,A0A287AQ56,0.6389310129405096,0.6389310129405096,2.667973480821705e-06,7.963068674611325e-05,112,A0A287AQ56,LOC110262184,Uncharacterized protein,A0A287AQ56_PIG,8,55.71749190634208,1.5571749190634208,HA+P2/P6,SHAM,,,,Upregulated
VetricynVF / SHAM,A0A287B5C0,A0A287B5C0,0.6362296400101758,0.6362296400101758,0.0005785706793223,0.0034003545340856,82,A0A287B5C0,APOBEC2,CMP/dCMP-type deaminase domain-containing protein,A0A287B5C0_PIG,10,55.426191647174726,1.5542619164717473,VetricynVF,SHAM,,,,Upregulated
HA+P2 / SHAM,Q1KYT0,Q1KYT0,0.6355612001205262,0.6355612001205262,0.0033462985512674,0.0114052256505043,106,Q1KYT0,ENO3,Beta-enolase,ENOB_PIG,53,55.354195141383066,1.553541951413831,HA+P2,SHAM,phosphopyruvate hydratase complex,"magnesium ion binding,phosphopyruvate hydratase activity",glycolytic process,Upregulated
HA+P2 / SHAM,I3LIE7,I3LIE7,0.6322543793425435,0.6322543793425435,0.0087217406850625,0.0222019449700045,106,I3LIE7,MYBPH,Myosin-binding protein H,I3LIE7_PIG,20,54.9985134806833,1.549985134806833,HA+P2,SHAM,M band,,sarcomere organization,Upregulated
HA+P6 / SHAM,A0A287B2S7,A0A287B2S7,0.6312738025945713,0.6312738025945713,4.3030756759975214e-05,0.0005680707512401,106,A0A287B2S7,HOMER2,WH1 domain-containing protein,A0A287B2S7_PIG,3,54.89319926402767,1.5489319926402767,HA+P6,SHAM,"cytoplasm,plasma membrane,postsynaptic density,dendrite,cytosol,stereocilium tip,apical part of cell,glutamatergic synapse","actin binding,GKAP/Homer scaffold activity,G-protein coupled glutamate receptor binding","G-protein coupled glutamate receptor signaling pathway,sensory perception of sound,regulation of G-protein coupled receptor protein signaling pathway,calcium-mediated signaling,negative regulation of interleukin-2 production,behavioral response to cocaine,negative regulation of calcineurin-NFAT signaling cascade,regulation of store-operated calcium entry",Upregulated
HA+P2 / SHAM,F1RIA3,F1RIA3,0.629520005279619,0.629520005279619,1.1106615217970388e-06,4.277130431134987e-05,106,F1RIA3,SLC15A3,Solute carrier family 15 member 3,F1RIA3_PIG,2,54.705019349955705,1.547050193499557,HA+P2,SHAM,,,,Upregulated
VetricynVF / SHAM,A0A287AM97,A0A287AM97,0.6260947643905704,0.6260947643905704,0.0261959794656903,0.0474696439183952,82,A0A287AM97,LDB3,LIM domain binding 3,A0A287AM97_PIG,27,54.33815497808463,1.5433815497808463,VetricynVF,SHAM,Z disc,metal ion binding,,Upregulated
VetricynVF / SHAM,Q8MHY0,Q8MHY0,0.6260492897358299,0.6260492897358299,0.0016194055728559,0.0069188999025361,82,Q8MHY0,MYL2,MYL2,Q8MHY0_PIG,17,54.33329021907471,1.5433329021907471,VetricynVF,SHAM,"cytoplasm,myofibril,actin cytoskeleton,cardiac myofibril","actin monomer binding,calcium ion binding,structural constituent of muscle","heart development,negative regulation of cell growth,muscle cell fate specification,ventricular cardiac muscle tissue morphogenesis,cardiac muscle contraction",Upregulated
HA+P2 / SHAM,A0A5G2QLU2,A0A5G2QLU2,0.6256147987164514,0.6256147987164514,0.0102085747587525,0.0247517178848194,106,A0A5G2QLU2,ACTN2,Uncharacterized protein,A0A5G2QLU2_PIG,60,54.28681724305486,1.5428681724305486,HA+P2,SHAM,,,,Upregulated
HA+EMD / SHAM,F1RLB1,F1RLB1,0.623399586394624,0.623399586394624,0.0021612539045318,0.0084361033123988,112,F1RLB1,FBXO38,F-box domain-containing protein,F1RLB1_PIG,2,54.05009653039205,1.5405009653039206,HA+EMD,SHAM,"nucleus,cytoplasm","protein binding, bridging involved in substrate recognition for ubiquitination","positive regulation of T cell mediated immune response to tumor cell,positive regulation of neuron projection development,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,positive regulation of T cell activation,protein K48-linked ubiquitination",Upregulated
HA+P2 / SHAM,F1RK48,F1RK48,0.6214502249494391,0.6214502249494391,0.0180664577107543,0.0368137446983416,106,F1RK48,SRL,Dynamin-type G domain-containing protein,F1RK48_PIG,31,53.84208546757756,1.5384208546757756,HA+P2,SHAM,"endomembrane system,membrane",GTP binding,"store-operated calcium entry,response to muscle activity involved in regulation of muscle adaptation",Upregulated
HA+P2 / SHAM,A0A5G2QJC1,A0A5G2QJC1,0.6197118763059322,0.6197118763059322,0.0266972752392886,0.0480532693517019,106,A0A5G2QJC1,MYBPC2,"Myosin binding protein C, fast type",A0A5G2QJC1_PIG,83,53.65682793249018,1.5365682793249018,HA+P2,SHAM,M band,,sarcomere organization,Upregulated
HA+EMD / SHAM,F1SGL9,F1SGL9,0.6163982848638113,0.6163982848638113,0.0023419566040726,0.0089144534285685,112,F1SGL9,FITM1,Fat storage-inducing transmembrane protein 1,F1SGL9_PIG,4,53.30431290562363,1.5330431290562363,HA+EMD,SHAM,endoplasmic reticulum membrane,"CoA pyrophosphatase activity,triglyceride binding,diacylglycerol binding","phospholipid biosynthetic process,lipid storage,lipid particle organization,fat cell differentiation,Requires Ontology",Upregulated
VetricynVF / SHAM,A0A5G2QHB5,A0A5G2QHB5,0.6163229077161653,0.6163229077161653,0.0056350084161281,0.0163977882655218,82,A0A5G2QHB5,MINDY4B,DUF4205 domain-containing protein,A0A5G2QHB5_PIG,2,53.2963033543117,1.532963033543117,VetricynVF,SHAM,,"thiol-dependent ubiquitin-specific protease activity,Lys48-specific deubiquitinase activity",protein K48-linked deubiquitination,Upregulated
HA+P2 / SHAM,A0A287A9W0,A0A287A9W0,0.6160601997413392,0.6160601997413392,3.771362880032001e-06,0.0001007602047794,106,A0A287A9W0,TRAM2,TLC domain-containing protein,A0A287A9W0_PIG,2,53.26839136057893,1.5326839136057893,HA+P2,SHAM,endoplasmic reticulum membrane,,"SRP-dependent cotranslational protein targeting to membrane, translocation,collagen biosynthetic process,protein insertion into ER membrane",Upregulated
HA / SHAM,Q9TV61,Q9TV61,0.6150679203137519,0.6150679203137519,0.0059754857946512,0.0170655594124532,108,Q9TV61,MYH1,Myosin-1,MYH1_PIG,61,53.16301026644727,1.5316301026644727,HA,SHAM,"cytoplasm,myosin filament,myofibril,myosin II complex","microfilament motor activity,calmodulin binding,ATP binding,actin filament binding",muscle contraction,Upregulated
NB / SHAM,F2Z555,F2Z555,0.6136889589349552,0.6136889589349552,0.0235635692264714,0.0441203906927669,90,F2Z555,NKIRAS2,NF-kappa-B inhibitor-interacting Ras-like protein 2 isoform a,F2Z555_PIG,3,53.01668345152852,1.5301668345152852,NB,SHAM,"cytoplasm,membrane","GTPase activity,GTP binding,GTPase activating protein binding","inflammatory response,regulation of tumor necrosis factor-mediated signaling pathway,Ral protein signal transduction,negative regulation of I-kappaB kinase/NF-kappaB signaling,surfactant homeostasis,lung alveolus development",Upregulated
HA+P2 / SHAM,F1RL74,F1RL74,0.6100108045532768,0.6100108045532768,0.0105330426912068,0.0252944467959686,106,F1RL74,CAMK2A,Protein kinase domain-containing protein,F1RL74_PIG,3,52.627063938086295,1.526270639380863,HA+P2,SHAM,"dendritic spine,calcium- and calmodulin-dependent protein kinase complex","calmodulin-dependent protein kinase activity,calmodulin binding,ATP binding,protein homodimerization activity","cellular response to interferon-beta,angiotensin-activated signaling pathway,positive regulation of JAK-STAT cascade,dendritic spine development,cellular response to interferon-gamma,regulation of neuron migration",Upregulated
VetricynVF / SHAM,A0A5G2QK15,A0A5G2QK15,0.6097979474008126,0.6097979474008126,0.0113066234802189,0.0265714487056897,82,A0A5G2QK15,CNOT8,CCR4-NOT transcription complex subunit 8,A0A5G2QK15_PIG,2,52.60454679844688,1.5260454679844688,VetricynVF,SHAM,,,,Upregulated
VetricynVF / SHAM,F1SSJ8,F1SSJ8,0.6076288464954729,0.6076288464954729,7.793620014315839e-05,0.0008489987214863,82,F1SSJ8,DAAM1,Dishevelled associated activator of morphogenesis 1,F1SSJ8_PIG,3,52.37527731694451,1.5237527731694451,VetricynVF,SHAM,,,,Upregulated
HA+EMD / SHAM,Q75ZZ6,Q75ZZ6,0.6048012235254443,0.6048012235254443,0.0149055635602969,0.0322480579801168,112,Q75ZZ6,TNNT1,"Troponin T, slow skeletal muscle",TNNT1_PIG,19,52.076920516689576,1.5207692051668955,HA+EMD,SHAM,troponin complex,"tropomyosin binding,troponin T binding","regulation of muscle contraction,slow-twitch skeletal muscle fiber contraction",Upregulated
HA+P2 / SHAM,A0A287AY74,A0A287AY74,0.6025404823455242,0.6025404823455242,0.0037025378729226,0.0122745552930534,106,A0A287AY74,FBP2,FBPase domain-containing protein,A0A287AY74_PIG,10,51.83879859163147,1.5183879859163147,HA+P2,SHAM,,,,Upregulated
HA+P2 / SHAM,A0A287B6I2,A0A287B6I2,0.6018762018486176,0.6018762018486176,0.0137890813029289,0.0304992428672312,106,A0A287B6I2,PYGM,"Alpha-1,4 glucan phosphorylase",A0A287B6I2_PIG,93,51.76890139765273,1.5176890139765271,HA+P2,SHAM,,,,Upregulated
HA+P6 / SHAM,A0A287AI32,A0A287AI32,0.5975603436603332,0.5975603436603332,0.000408287978338,0.0026771237528715,106,A0A287AI32,SHKBP1,BTB domain-containing protein,A0A287AI32_PIG,3,51.31555937484915,1.5131555937484915,HA+P6,SHAM,,identical protein binding,"positive regulation of epidermal growth factor receptor signaling pathway,protein homooligomerization",Upregulated
HA+P6 / SHAM,P63317,P63317,0.5936895197822172,0.5936895197822172,0.0008836342911011,0.0045482320528757,106,P63317,TNNC1,"Troponin C, slow skeletal and cardiac muscles",TNNC1_PIG,12,50.91011621925596,1.5091011621925596,HA+P6,SHAM,cardiac Troponin complex,"calcium ion binding,troponin I binding,troponin T binding,protein homodimerization activity,calcium-dependent protein binding,actin filament binding","skeletal muscle contraction,transition between fast and slow fiber,regulation of muscle filament sliding speed,ventricular cardiac muscle tissue morphogenesis,cardiac muscle contraction",Upregulated
HA+P2/P6 / SHAM,F1RLB1,F1RLB1,0.5918748408711746,0.5918748408711746,0.0018248415504928,0.007516937970449,112,F1RLB1,FBXO38,F-box domain-containing protein,F1RLB1_PIG,2,50.72041483540486,1.5072041483540486,HA+P2/P6,SHAM,"nucleus,cytoplasm","protein binding, bridging involved in substrate recognition for ubiquitination","positive regulation of T cell mediated immune response to tumor cell,positive regulation of neuron projection development,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,positive regulation of T cell activation,protein K48-linked ubiquitination",Upregulated
HA+EMD / SHAM,A0A287AA20,A0A287AA20,0.5916814731797779,0.5916814731797779,0.0118411502263922,0.0274295658633373,112,A0A287AA20,SGCA,CADG domain-containing protein,A0A287AA20_PIG,4,50.70021478981283,1.5070021478981284,HA+EMD,SHAM,"cytoplasm,cytoskeleton,cell-cell junction,sarcolemma,membrane raft,sarcoglycan complex",calcium ion binding,,Upregulated
HA / SHAM,Cont_P02663,Cont_P02663,0.5913928789407348,0.5913928789407348,0.0161915856116939,0.0341320354102851,108,Cont_P02663,CSN1S2,Alpha-S2-casein,CASA2_BOVIN,4,50.6700719925379,1.506700719925379,HA,SHAM,,,,Upregulated
HA+P2 / SHAM,A0A5G2RNL6,A0A5G2RNL6,0.5913281079210898,0.5913281079210898,0.003902825935639,0.0127111474635155,106,A0A5G2RNL6,SLC7A5,Solute carrier family 7 member 5,A0A5G2RNL6_PIG,2,50.66330768348497,1.5066330768348497,HA+P2,SHAM,,,,Upregulated
HA+EMD / SHAM,A0A286ZQ79;P00571,A0A286ZQ79;P00571,0.5906630487395822,0.5906630487395822,0.0005927393170833,0.0034566061227805,112,A0A286ZQ79;P00571,AK1,Adenylate kinase isoenzyme 1,A0A286ZQ79_PIG;KAD1_PIG,27,50.593870330819634,1.5059387033081963,HA+EMD,SHAM,;cytoplasm,";adenylate kinase activity,nucleoside diphosphate kinase activity,ATP binding,(deoxy)adenylate kinase activity",";ADP biosynthetic process,nucleoside triphosphate biosynthetic process,AMP metabolic process,ATP metabolic process,nucleoside monophosphate phosphorylation",Upregulated
VetricynVF / SHAM,F1SVD5,F1SVD5,0.5896169150433471,0.5896169150433471,0.0194330233382229,0.0386969359928367,82,F1SVD5,SMYD1,SET and MYND domain containing 1,F1SVD5_PIG,18,50.4847105895065,1.504847105895065,VetricynVF,SHAM,,,,Upregulated
HA+P2 / SHAM,A0A287BNL5,A0A287BNL5,0.5880835881614211,0.5880835881614211,0.0157833837654161,0.0335573609208177,106,A0A287BNL5,ENSSSCG00000034677,Uncharacterized protein,A0A287BNL5_PIG,29,50.32485721087872,1.5032485721087872,HA+P2,SHAM,,,,Upregulated
VetricynVF / SHAM,F1RQL8,F1RQL8,0.5862570363797023,0.5862570363797023,0.0171423992545612,0.0354826090495892,82,F1RQL8,IBTK,Inhibitor of Bruton tyrosine kinase,F1RQL8_PIG,2,50.13465596589446,1.5013465596589446,VetricynVF,SHAM,"nucleoplasm,cytoplasm","protein kinase binding,protein tyrosine kinase inhibitor activity",release of sequestered calcium ion into cytosol,Upregulated
HA / SHAM,A0A5G2QM05,A0A5G2QM05,0.5853816711944078,0.5853816711944078,0.0051507206982384,0.015396578777828,108,A0A5G2QM05,ENSSSCG00000042430,Uncharacterized protein,A0A5G2QM05_PIG,32,50.04358835667908,1.5004358835667908,HA,SHAM,,,,Upregulated
